timestep,ep_rew_mean,ep_rew_std,ep_len_mean,checkpoints_reached,lava_fraction,timeout_fraction,explained_variance,entropy_loss
161498,-90.09426942857144,280.81845252148037,286.57142857142856,1.71142578125,0.0,0.0,nan,nan
165020,658.3256243333334,863.675851999261,315.0,2.52734375,0.0,0.0,nan,nan
167068,592.3504005,543.6517645621843,266.0,2.33984375,0.0,0.0,0.4355907440185547,-1.5508299820125102
169116,96.546639875,452.5955820898132,234.25,1.53271484375,0.0,0.0,0.4128039479255676,-1.485057794675231
171164,348.860580625,569.9634634230172,281.25,1.9814453125,0.0,0.0,0.43113166093826294,-1.516991888731718
173212,781.3736175,961.0672959780038,296.1666666666667,2.2734375,0.0,0.0,0.5922671854496002,-1.4966054301708938
175260,614.6712485,464.8638939091921,290.25,2.0830078125,0.0,0.0,0.2591039538383484,-1.507493695244193
177308,366.3753175,472.62225178127204,310.6666666666667,2.10791015625,0.0,0.0,0.4891675114631653,-1.4607443299144507
179356,689.126827625,1066.1771845021972,250.5,1.9365234375,0.0,0.0,0.5786343812942505,-1.5166622791439295
181404,403.70035325,443.90498841220494,255.375,1.9267578125,0.0,0.0,0.26217907667160034,-1.5261674184352159
183452,206.217485125,497.4697870517099,267.25,1.72021484375,0.0,0.0,0.41212940216064453,-1.4865439463406802
185500,4.107488375000003,509.7372226250839,237.625,1.62841796875,0.0,0.0,0.5205429494380951,-1.538625519350171
187548,127.10819577777778,720.5398554981518,252.33333333333334,1.81787109375,0.0,0.0,0.4013574719429016,-1.5786800291389227
189596,360.459878375,540.1514066876516,245.875,1.89697265625,0.0,0.0,0.3441014885902405,-1.5970098059624434
191644,764.4995374,1134.1506554644561,375.8,2.70947265625,0.0,0.0,0.3570714592933655,-1.5303427901118993
193692,348.42272037500004,626.1067208438093,275.375,2.072265625,0.0,0.0,0.4517267346382141,-1.5519985165446997
195740,666.708317,319.71270764905586,261.625,2.2138671875,0.0,0.0,0.3323133587837219,-1.5289213716983796
197788,15.74566487500001,384.5181915543499,239.75,1.53466796875,0.0,0.0,0.5224748253822327,-1.4050996113568543
199836,429.3286542857144,557.8525016750834,323.85714285714283,2.18603515625,0.0,0.0,0.49519628286361694,-1.5006492283195256
201884,569.9286672857144,520.412363904062,284.7142857142857,2.07373046875,0.0,0.0,0.48054152727127075,-1.5097833275794983
203932,644.4987951428573,964.7599550210113,289.2857142857143,2.2421875,0.0,0.0,0.5302940607070923,-1.5101023975759744
205980,286.32959585714286,527.4047564007843,288.0,2.30712890625,0.0,0.0,0.4676660895347595,-1.5219589620828629
208028,1388.6341695,1199.8447833623022,343.5,2.99951171875,0.0,0.0,0.23560243844985962,-1.566237547621131
210076,666.3563094285715,677.5011607469293,287.2857142857143,2.79296875,0.0,0.0,0.277820348739624,-1.6252913750708102
212124,739.6031977142857,251.0861055388428,312.85714285714283,2.38427734375,0.0,0.0,0.36790281534194946,-1.5539976045489312
214172,321.4295035,552.9229184522134,244.375,1.85546875,0.0,0.0,0.4139569401741028,-1.5350437704473734
216220,1177.2761266,1211.5301607760694,441.4,3.0107421875,0.0,0.0,0.49114513397216797,-1.5068878307938576
218268,784.549334,673.0226783101702,277.57142857142856,2.33642578125,0.0,0.0,0.37458401918411255,-1.5573405105620624
220316,675.3131592499999,733.4167706567414,268.75,2.43896484375,0.0,0.0,0.5269632637500763,-1.5276703052222729
222364,508.9064867142857,478.4989243320427,287.57142857142856,2.34033203125,0.0,0.0,0.382842481136322,-1.5439834836870432
